,Date,How Helpful,Review Contents,Score,Title
330,"on February 24, 2018",,nice headphones,5.0 out of 5 stars,Five Stars
331,"on April 16, 2018",,For the money this headphone set is about the best you could ever find.  It simply amazes me on the clarity and depth of sound.  I still cannot believe the low price.,5.0 out of 5 stars,Great headphones for low price
332,"on January 15, 2018",,Great price and great quality. I should have bought them sooner.,5.0 out of 5 stars,Five Stars
333,"on January 28, 2018",,"So far, so good. Sound is clear and product works as advertised.",5.0 out of 5 stars,so good. Sound is clear and product works as advertised
334,"on March 3, 2018",,This is a great set of headphones and an exceptional value.  I am ordering a second set today!,5.0 out of 5 stars,Five Stars
335,"on March 27, 2018",,Got these for when I use the riding mower. Paired them to my phone easy peasy! Sound is good too. Happy with my purchase so far,5.0 out of 5 stars,Happy Headphones
336,"on March 20, 2018",,"Headphones work great, nice you don’t have to buy batteries.  Sound is good too.",5.0 out of 5 stars,Five Stars
337,"on February 13, 2018",,"These headphones exceed my expectation.  Easy to set up, good sound (audio books) and low price.  Range is good too.",4.0 out of 5 stars,Great buy!
338,"on February 25, 2018",,as advertised. sounds great and fits my enormous noggin.,5.0 out of 5 stars,sounds great and fits my enormous noggin
339,"on November 26, 2017","
      One person found this helpful.
    ","So far so good.  Does what I want, which is a comfortable  fit and decent sound.  To me, good value for low cost.",5.0 out of 5 stars,So far so good. Does what I want
340,"on March 2, 2018",,"Great Sound, very LOUD output on max phone volume I am hearing impaired, so when i use it with my hearing air I get a slight frequency feed back when nothing is playing but other wise its def worth the buy.",4.0 out of 5 stars,"Great Sound, very LOUD output on max phone volume ..."
341,"on February 20, 2018",,User instructions SUCK. The head phones are very comfortable and the sound is very good for what you pay,4.0 out of 5 stars,Four Stars
342,"on February 7, 2018",,"Great sounding headphones, really! Fast shipping, totally happy!",5.0 out of 5 stars,Five Stars
343,"on March 29, 2018",,Very impressed with the overall quality and sound.  I own a pair of Beats and I would have to say that these sound just as good as higher priced headphones....,4.0 out of 5 stars,I own a pair of Beats and I would have to say that these sound just as good as higher priced headphones
344,"on March 13, 2018",,Wonderful feel like you can't hear a thing and it just you and the music.really like the updated charging port easier to find another charger if I can't find the one that came with it and the option to put them wired is a super big plus for me,5.0 out of 5 stars,Amazing quality
345,"on April 10, 2018",,"Delivery came on time. Awesome product!!!! The sound quality is great and so crystal clear it almost seem as if I am in a surround sound theatre, Its super comfortable connects easily to my devices.",5.0 out of 5 stars,Awesome product!
346,"on January 25, 2018",,Very good quality.,5.0 out of 5 stars,Five Stars
347,"on March 29, 2018",,Very impressed with the sound quality and also like that they drown out any noise around me. Looking forward to using then while mowing this summer!The phone talk is an added bonus as well! One touch to answer any calls!What a convenient set up!,5.0 out of 5 stars,Very impressed with the sound quality and also like that they drown out any noise around me
348,"on February 17, 2018","
      One person found this helpful.
    ","Ehh, you get what you pay for. Sound quality is not that great either but what do you expect for the price.",3.0 out of 5 stars,Sound quality is not that great either but what do you expect for the price
349,"on March 30, 2018",,Great product.  Connected on the first try quickly to my iphone.  Sound is great for phone and music.  The range is very good too!,5.0 out of 5 stars,Great product. Connected on the first try quickly to ...
350,"on March 21, 2018",,This is an Awesome brand! We now have 4 sets in our home with plans to get a couple more,5.0 out of 5 stars,Great Quality!
351,"on February 8, 2018",,I bought these for my 9 year old. He loves them. Uses them all the time! They fit his head perfectly and the sound is phenomenal.,5.0 out of 5 stars,Great quality for the price
352,"on March 21, 2018",,Great sound quality for the price and very comfortable even with glasses! My only minor complaint is that the aux jack is on the left ear cup which is a little inconvenient for my setup. Luckily the cups seem to fit well even when I wear them backwards.,4.0 out of 5 stars,Great sound quality for the price and very comfortable even ...
353,"on February 3, 2018","
      3 people found this helpful.
    ","I am extremely happy with these headphones. Once fully charged up they linked to my smartphone the first time. The sound is nicely balanced with a great sound. The buttons are on the right side of the earpiece and easy to use. So glad I went with Bluetooth, and they can also be used with included cord, as in airplane mode (Bluetooth off).  Highly recommended.",5.0 out of 5 stars,"A winner!  Highly recommended.  Great sound, balanced, and buttons/controls easy to access."
354,"on February 5, 2018",,Was looking for over ear headphones that did not squeeze my head and have been very happy with these. Connecting has been easy. The headphones are nice and soft and sound is good.,5.0 out of 5 stars,Don't squeeze my head
355,"on January 29, 2018",,"Easy to use and comfort, great sound !!!!!!!!!!!",4.0 out of 5 stars,Four Stars
356,"on April 10, 2018",,Sound quality is good. The battery life is amazing and they're comfortable.,3.0 out of 5 stars,Three Stars
357,"on March 16, 2018",,"Great sounding, excellent fit. No slipping better than beats solo3",5.0 out of 5 stars,Excellent sound for low priced headphones
358,"on January 6, 2018",,These are really very good headphones. The sound is unbelievable and crystal clear. Easy to set up and link with Bluetooth devices. Great fit and very light.,5.0 out of 5 stars,Great sound
359,"on January 3, 2018",,Bought these for my daughter that lost her Beats...she loves them she said they were great noise cancelling,5.0 out of 5 stars,she loves them she said they were great noise
360,"on March 7, 2018",,Bulky but I know that when I purchased these. They work very well and are comfortable. I use these on the elliptical and they are great for that since they stay in place.,4.0 out of 5 stars,They work very well and are comfortable. I use these on the elliptical and they ...
361,"on February 24, 2018",,"These are exactly what I was looking for!  Sound is very good, and they are comfortable.  They pair easily and consistently with my device.  I would purchase these again.",5.0 out of 5 stars,Highly recommend
