,Date,How Helpful,Review Contents,Score,Title
2916,"on February 25, 2018",,Great sound. I have several high end headphones from boss to beats.. While they are not at that level they are pretty close.. Great value,5.0 out of 5 stars,Great value.. Impressive sound for the price..
2917,"on February 6, 2018",,I bought these for my wife after she read the reviews and she said they're all true these work just as good as the Beats she previously used.,5.0 out of 5 stars,Same headphones 25% of the price
2918,"on April 5, 2017",,"I was nervous buying headphones online, but these had the best ranking so I took a risk.  I am not disappointed with the choice to buy these headphones.  The sound is great! I had no problem connecting it to several different devices and the battery last quite a while.  They fit nicely so I can run with them on and the don't slide off.  My teenagers keep taking them and have asked for their own.",5.0 out of 5 stars,Great Sound!
2919,"on February 23, 2018",,"Headphones are okay. I don’t know what all the hype for this product was for but it is decent. Decent sound,good quality, ear muffs are huge, battery lasts forever.",3.0 out of 5 stars,"good quality, ear muffs are huge"
2920,"on November 1, 2017",,"So far so good for the money. Bass sounds better than I expected for a ""competitively priced"" wireless headphone. Only qualm is that it won't pair with my PC. Pairing to my phone was no problem... but I wanted to use it in conjunction with my PC as well. After about an hour of struggling with oh so helpful online forums, I issued my surrender. I use them with my phone only.",4.0 out of 5 stars,"Some pairing issues, but otherwise a good purchase."
2921,"on February 12, 2018",,"You can’t beat these, I think sound quality and mic quality are excellent especially for the price.  Great for making calls and listening to music.",5.0 out of 5 stars,Great value
2922,"on September 19, 2017",,"I have earbuds by MPow as well. Both of them sound so sweet. These are over ear and sound fills your ears like a flood. The music is perfectly balanced. My only bug would be that I want a touch more bass, but would hesitate in order to preserve the balance of the music- if you use the cord to listen by wire, it adds a bit more bass and fullness compared to the Bluetooth. They really sound amazing. Highly recommend!",5.0 out of 5 stars,Great headphones
2923,"on December 15, 2017",,"Really nice headphones at a very reasonable price. Comfortable, good looking with nice sound quality. For the price hard to beat !",5.0 out of 5 stars,Really nice headphones at a very reasonable price
2924,"on January 30, 2018",,"Just opened the box and I am using them right now to listen to Pandora while at work.  Great sound.  Only thing is cord to link wireless does not work with my MacBook Pro - no way to plug in.  Also, the plug in cord is short can only use on my laptop and not on the computer.  Great sound though",4.0 out of 5 stars,Great sound. Only thing is cord to link wireless ...
2925,"on November 4, 2017",,Seemingly high quality build. Connects to my Xperia XA1 Ultra easily. Sound quality is amazing. Would not hesitate to buy again.,5.0 out of 5 stars,Connects to my Xperia XA1 Ultra easily. Sound quality is amazing
2926,"on November 9, 2017",,Have these in red from about a year ago. The guys wear them while mowing/ snow removal and we all love them. Very nice sound to them.,5.0 out of 5 stars,The guys wear them while mowing/ snow removal and we all love them. Very nice sound to them
2927,"on February 10, 2018",,Great headset and the mike works well when connected to a blue-tooth phone. The charge does REALLY last!,5.0 out of 5 stars,Great product and all the claims made REALLY work!
2928,"on March 1, 2018",,"incredible battery life, crisp clear sound, insane bluetooth reach! well built, doesn't feel cheap.",5.0 out of 5 stars,Five Stars
2929,"on January 12, 2018",,"Solid pair of headphones for ~$35. You can extract decent bass and clear treble fiddling with the built in Android eq. Not blown away, but overall content with the purchase. Delivery got botched (shippers fault), but issue was resolved quickly and with a personal touch. The seller's customer service representatives are the real winners here, will definitely be checking here first for my next pair!",5.0 out of 5 stars,Solid pair of headphones for ~$35. You can extract ...
2930,"on January 2, 2018",,"Definitely better than the previous headphones I bought around this price. Cushions are much softer, more color selections, and does isolate outside noise to a muffle. There's some bass to it if you're into that.",5.0 out of 5 stars,Surprisingly as good as reviews say.
2931,"on May 31, 2017",,So far so good.  I purchased this wireless headphone to watch TV when my wife is in bed.  I use it with my Samsung 4K smart TV. They work great.  I can hear the voices really good.  They are comfortable.  I have a pretty big head (I'm 6' 4') and wear glasses and they fit well.,4.0 out of 5 stars,So Far So Good
2932,"on March 1, 2018",,Nice headphones for the price. I listen to jazz and I am happy how it sounds through this headphones,5.0 out of 5 stars,Nice headphones for the price
2933,"on February 27, 2018",,So far so good. They're comfortable and block out the external noise due to them covering your whole ear. Their easy to sync with Bluetooth as well. I haven't even had to charge them yet and it's been a few hours of listening. Now my wife and kids want a pair.,5.0 out of 5 stars,So far this a GREAT deal.
2934,"on December 1, 2017",,Bought these because the bass was supposedly good. There’s more bass when holding a cup to your ear and “playing phone” with an introvert.,2.0 out of 5 stars,Less bass then my untouched backyard lake
2935,"on November 3, 2017",,"For the price, these are amazing Bluetooth headphones. My third Mpow headphone purchase, these by far are the best. Have another version of these, but the buttons were too fumbly, and just didn't like the intuitiveness of them. Although they sounded (slightly) better in the highs and mid tones, these are clear enough, great bass, are easier to use,  plus excellent Bluetooth range. Thinking about purchasing a backup pair in another color!",5.0 out of 5 stars,Great headphones for the price!
2936,"on January 8, 2018",,"These headphone have been awesome so far. They’re heavy and feel like quality, and the sound is awesome. The only Issue I ever have is not knowing when they’re off, so I worry About whether I am Wasting the battery. But I am Sure that can be solved with a quick look through the instructions again. !",5.0 out of 5 stars,Great sound and quality feel
2937,"on October 15, 2017",,"If you don't see any edits, assume all is well ... or that I broke the headphones as you would expect a brute such as myself to do.",5.0 out of 5 stars,So far so good (1 week in)
2938,"on March 21, 2018",,"Headphones are worth it for the price. The sound quality is good not great, but hey what can you expect if they are only $35. I use them for working out, headphones stay in place most of the time, occasionally they slide off. The charge lasts a really long time which I was pleasantly surprised by. I would recommend these to a friend.",4.0 out of 5 stars,You get what you pay for.
