,Reviews,Ratings
350,Just awesome headset. I already got a Bose Quite Comfort 35 II ... that was comfortable for sure. But this guy has lot better sound quality than Bose. Try it you will forget Bose. Product has superb noise cancellation too. Only issue is it is on ear so ear gets hot on long time play. AKG should make one over ear product with same quality with Siri connectivity for iOS devices.,5.0 out of 5 stars
351,"Wow I love the sound of these things!  Noise canceling(?) yes some, but the music is great and phone conversations sound grewat too!",5.0 out of 5 stars
352,"Great product, Great Delivery, Thanks.",5.0 out of 5 stars
353,"Battery doesn't seem to last as long as I thought, but the sound quality, fit, and portability make it worth everything I paid for it.",5.0 out of 5 stars
354,Good product.. disadvantage is easily falling down when you down your head,3.0 out of 5 stars
355,"Excellent on ear cans, natural sound superior to Bose at the mild not quiet as good NC but still quite amazing. Long battery life. Whether listening to a book on tape in the country or bluegrass on an airplane these hold well  great construction and quality. Perhaps the only suggestion is a more protective  case.",5.0 out of 5 stars
356,Superb..great leap in technology,5.0 out of 5 stars
357,"I love AKG in general but these headphones are a disappointment.- NC is barely working.- uncomfortable on my ears- load his when turned on- constant beep in the background, probably high frequency but I have good hearing and it makes me headachesProExcellent music quality when turning loud so it covers hissing",2.0 out of 5 stars
358,"Bought these to replace my old (7 yr old) Bose headphones....the Bluetooth pairs with no issues to my iPhone and iPad....they package way smaller than the Bose, the battery is built in and charge through a mini USB (included).  Also has a headphone cable with mic if needed...The noise cancelling is outstanding...I thought Bose had the edge until I put these on !The audio is also far superior....wish I'd bought them a year ago now 👍😎. One happy customer...",5.0 out of 5 stars
359,"As an experienced headphone enthusiast and a fan of AKG, I decided to pull the trigger on a pair of N60NC Wireless headphones. I went into this purchase not knowing what to expect, as there are no detailed reviews of these here on Amazon right now, or anywhere else for that matter.Despite the beautiful design, great build materials, light weight, fantastic portability and decent NC, these headphones receive only two stars because they fail where it matters most - sound quality.I do not consider myself to be a bass head but I do find these to be quite lacking in the bass department. Unlike some other headphones that are generally considered to be bass light (like the Audio Technica DSR7BT) adding bass to these via EQ only made them sound muddy and distorted. The mid range, although forward, lacks in the body and resolution necessary to make vocals spirited and engaging. The highs are sharp, hot and overall very fatiguing. The sound stage of these is almost non-existent, which is a big departure from the glorious sound staging that AKG is known for. The entire range of these headphones sounds as if it comes out of a distant pigeon hold, gets bounced off of a wall, then gets projected into your ears. These are pretty terrible sounding headphones all around.This is an disappointing release from AKG that is nowhere near competitive at the $300 price point. I hate to say it but the Beats Solo 3 Wireless sound far better than these. In fact, my $32 Lasmex HB65 sound far better than these do.I recommend steering clear of these because of the vastly superior competition around this price range. Below is a list of some of the other closed back headphones I own or have owned that do better at this price range to help you understand my frame of reference.In order of my favorite to least favorite:Bang & Olufsen H7Vmoda Crossfade 2 WirelessSony MDR1000XAKG K550Audio Technica DSR7BTBeyerdynamic DT1350Sennheiser Momentum 2 WirelessBeats Solo 3 WirelessSennheiser Urbanite XLBeyerdynamic CustomLasmex HB65Denon D600AKG N60NC Wireless",2.0 out of 5 stars
