,Ratings,Reviews
547,5.0 out of 5 stars,I have owned several of these and i am never disappointed. They have a reasonable lifetime with general use and i rarely replace the because they stop working. more often they are stolen by family members or friends. Neither case is a big loss because of the awesome price you can get them for
548,5.0 out of 5 stars,i dont know what all the other people writing bad reviews about these headphones are bitchin about they have amazing sound quality and are so comfortable compared to the old pair i had before that was the same style and the ear pads had worn and i had to take them off it was from a different brand but these these are great i dont know if i can say enough good things about them just a good product sony.
550,3.0 out of 5 stars,"As others have written, these are a really tight fit and make one year very sore after half an hour of use."
551,5.0 out of 5 stars,Works great. Arrived in original packaging
552,4.0 out of 5 stars,"I like the behind the neck headphones, they stay on. But most are just not comfortable and put too much pressure on the ears. Since my favorites are no longer available, these are the most comfortable of this style that I have found. So 5 stars for comfort. However, the sound quality (tone in particular) is only OK. A bit ""thin"". So 1 star off for that."
553,5.0 out of 5 stars,"Being hearing impaired it is very difficult to find a comfortable headphone that I can use during workout activities. I have ""behind the ear"" hearing aids with a tube placed in the ear canals. This headphone causes no pressure on the tubes nor does the neckband interfere with the hearing aids. I highly recommend this headphone."
554,5.0 out of 5 stars,"Great product for the price. I bought an extension chord in case the included one was too short, so that wasn't an issue."
555,4.0 out of 5 stars,I liked the reproduction of the music. Its the ideal companion for long journey. Your imagination will be fulfilled listening to its soothing sound.
556,5.0 out of 5 stars,Stays firmly on your head. Love the quality.
557,4.0 out of 5 stars,great
558,2.0 out of 5 stars,"These headphones are cheap and so don't expect much. For me, they don't sit on my ear very tightly so the sound isn't very good - when I press them to my ear it is great. OK for talks shows etc."
559,5.0 out of 5 stars,Great product thanks
561,5.0 out of 5 stars,"This is my 2nd pair, the first pair I bought lasted several years. I was pleased to see that they were still available. They're nothing fancy but I find them comfortable and they do the job!"
562,5.0 out of 5 stars,Great price great product
563,4.0 out of 5 stars,"This style is one of the few that fit me when running. Earbuds tend to slip out. Sound is pretty good/clear. Quality of build is not great, but at this price not surprising."
564,2.0 out of 5 stars,"The headphone is too tight around my head, gives me a headache when I use it. It would be best if the was a way adjust the headphones to the different head sizes/neck lengths."
565,5.0 out of 5 stars,This is my 2nd pair. 1st pair lasted about 5 years. Great for running. Unlike earbuds these stay put while running.
566,5.0 out of 5 stars,This Sony behind-the-ear headphones work very nicely. This is my second pair. The first lasted a long time and only quit when I damaged them myself.
567,5.0 out of 5 stars,"The headphone jack doesn't last that long, and the headphone pads wear kind of quickly, but these are the best around-the-ear headphones I can get for this price, so I would definitely recommend them."
568,1.0 out of 5 stars,breaks real easy
569,5.0 out of 5 stars,Love these. So happy to not have buds in my ear. So happy Sony still makes these.
570,5.0 out of 5 stars,"For the money, I haven't found anything close. The next group of headphones that sound as good as these are priced over $50."
572,4.0 out of 5 stars,"Hard to find these in stores anymore, just like the pair I had 10 years ago"
573,5.0 out of 5 stars,"I cannot handle headphones that have a lot of base, as far as I am concerned, these are the most balance with the most true to sound.
Also, I am a custom jeweler,who likes to watch tv while I work, I wear head magnifiers and behind the neck headphones don't get in the way."
574,5.0 out of 5 stars,They work great .
575,3.0 out of 5 stars,"A few months months and still functioning. Comparing other similar products, this does the job atleast"
576,4.0 out of 5 stars,great for the gym. wish they had the volume/music controls on the cord though. otherwise great. comfortable and decent sound for the price.
577,4.0 out of 5 stars,"I purchased these to use with a CB radio on a motorcycle. I intended to remove the neck band to fit the ear cups in a helmet. I was unable to do that because the wiring is embedded in the neck band. The only way to use them is with the neck band which is solid and has no adjustment. The headphones hang over the ears rather loosely as the neck band has weak tension. This is a good sounding head set for sitting around or gentle walking. My solution was to wear them with a half helmet in order to keep them in place. I would recommend these for the good sound quality they produce, and the low cost."
578,5.0 out of 5 stars,nice headphones for that money
579,5.0 out of 5 stars,"Sony behind the neck headphones, awesome little product for anyone looking to listen to music or podcasts on their phone. Good quality construction and performance. Recommended. Pretty inexpensive too."
580,4.0 out of 5 stars,"Good enough as my running headphones. Expect to replace it much sooner than other sets. Audio is not great, but not much expecting much. Also, allows me to to still hear ambient noise on my runs. Fit is a little loose. All in all, it's what I expected for this price point and my intended use."
581,5.0 out of 5 stars,My husband loves these. They work out great when he goes to the gym because they are not in the way of his exercising.
583,5.0 out of 5 stars,"good sound to it. been looking for replacements for a while, but can't find them in stores anymore."
584,5.0 out of 5 stars,"I love these things! I can still hear cars and things I need to hear, unlike the ones that go directly in the ear."
585,2.0 out of 5 stars,Cheaply made & will hurt your ears after long usage. Very disappointed.
586,5.0 out of 5 stars,"I still use my Walkman while, well, walking, and these headphones are the best. Much better than over-the-head phones, and stick-this-in-your-ears devices. One of my best finds and buys."
587,5.0 out of 5 stars,"works great for those people who want headphones but not their hair messed up, like myself. Sounds decent for the price..."
